loan_id,customer_id,loan_type,origination_date,loan_amount,outstanding_balance,interest_rate,term_months,loan_status,days_past_due,is_npl,branch_originated
ACB-LN0005630,ACB-C008531,Mortgage,2024-07-28,182869.32,142121.34,0.0435,60.0,Current,0,0,ACB-BR056
ACB-LN0005631,ACB-C014212,Auto Loan,2024-10-12,51963.29,30962.33,0.1436,48.0,Current,0,0,ACB-BR027
ACB-LN0005632,ACB-C007346,Mortgage,2025-08-25,517408.48,108560.0,0.0747,360.0,Current,0,0,ACB-BR038
ACB-LN0005633,ACB-C009411,Home Equity Loan,2022-03-11,45844.45,23717.52,0.116,120.0,30-59 DPD,36,0,ACB-BR036
ACB-LN0005634,ACB-C003229,Mortgage,2024-02-06,387670.7,33528.03,0.0912,120.0,Current,0,0,ACB-BR054
ACB-LN0005635,ACB-C011187,Personal Loan,2025-01-28,3934.0,1166.5,0.214,240.0,Current,0,0,ACB-BR062
ACB-LN0005636,ACB-C008829,Mortgage,2022-04-21,207249.34,197452.54,0.0384,24.0,Current,0,0,ACB-BR066
ACB-LN0005637,ACB-C005934,Home Equity Loan,2022-09-17,76655.92,14334.5,0.0965,36.0,Current,0,0,ACB-BR054
ACB-LN0005638,ACB-C008803,Mortgage,2020-07-23,472717.77,420642.69,0.056,12.0,Current,0,0,ACB-BR037
ACB-LN0005639,ACB-C012837,Mortgage,2023-02-05,386118.16,55465.72,0.0473,60.0,Current,0,0,ACB-BR027
ACB-LN0005640,ACB-C006321,Student Loan,2020-03-17,16964.29,16185.86,0.0571,36.0,Current,0,0,ACB-BR046
ACB-LN0005641,ACB-C012130,Personal Loan,2023-01-17,14927.47,5613.45,0.2399,24.0,Current,0,0,ACB-BR043
ACB-LN0005642,ACB-C004591,Mortgage,2024-04-12,171311.33,118453.8,0.0653,48.0,60-89 DPD,89,0,ACB-BR025
ACB-LN0005643,ACB-C001326,Mortgage,2024-01-18,435660.15,227237.27,0.0863,120.0,60-89 DPD,63,0,ACB-BR010
ACB-LN0005644,ACB-C004002,Personal Loan,2020-03-28,3999.53,2206.59,,240.0,Paid Off,0,0,ACB-BR072
ACB-LN0005645,ACB-C013518,Auto Loan,2022-07-26,45172.05,15833.76,0.1113,36.0,Current,0,0,ACB-BR054
ACB-LN0005646,ACB-C014711,Mortgage,2023-07-03,551265.88,139549.44,0.0488,24.0,Default,152,1,ACB-BR010
ACB-LN0005647,ACB-C014642,Auto Loan,2019-09-17,11843.81,7002.07,0.0979,240.0,Current,0,0,ACB-BR049
ACB-LN0005648,ACB-C014165,Personal Loan,2024-03-20,30868.02,5436.47,0.24,60.0,30-59 DPD,50,0,ACB-BR009
ACB-LN0005649,ACB-C014903,Home Equity Loan,2020-06-05,78977.25,37594.73,0.1166,12.0,Current,0,0,ACB-BR063
ACB-LN0005650,ACB-C000953,Home Equity Loan,2023-11-27,56987.04,27882.84,0.1218,84.0,30-59 DPD,43,0,ACB-BR038
ACB-LN0005651,ACB-C006020,Small Business Loan,2023-10-09,248209.76,51414.52,0.2,,Current,0,0,ACB-BR006
ACB-LN0005652,ACB-C009083,Mortgage,2022-04-11,447737.74,431292.02,0.0329,120.0,Current,0,0,ACB-BR048
ACB-LN0005653,ACB-C002634,Student Loan,2020-04-25,41727.38,2536.75,0.0705,84.0,Current,0,0,ACB-BR018
ACB-LN0005654,ACB-C014296,Student Loan,2025-10-20,46872.98,41732.04,0.0959,84.0,60-89 DPD,82,0,ACB-BR038
ACB-LN0005655,ACB-C003808,Small Business Loan,2021-12-08,182896.95,145484.11,0.0732,240.0,Current,0,0,ACB-BR013
ACB-LN0005656,ACB-C004422,Mortgage,2024-07-28,164512.83,26941.68,0.0563,360.0,Current,0,0,ACB-BR046
ACB-LN0005657,ACB-C003669,Auto Loan,2020-05-09,26192.55,4044.63,0.07,12.0,Current,0,0,ACB-BR040
ACB-LN0005658,ACB-C001237,Small Business Loan,2022-11-09,50086.13,27305.84,0.1092,240.0,Current,0,0,ACB-BR026
ACB-LN0005659,ACB-C006794,Personal Loan,2019-02-11,10779.51,3618.74,0.1654,48.0,Current,0,0,ACB-BR032
ACB-LN0005660,ACB-C004856,Auto Loan,2022-02-19,48567.29,12478.37,0.0929,48.0,Current,0,0,ACB-BR079
ACB-LN0005661,ACB-C006328,Auto Loan,2021-11-23,28242.39,7749.46,0.1045,360.0,Current,0,0,ACB-BR025
ACB-LN0005662,ACB-C004636,Mortgage,2025-03-29,408090.38,317356.82,0.095,60.0,Current,0,0,ACB-BR037
ACB-LN0005663,ACB-C002851,Mortgage,2020-03-04,569425.0,264433.69,0.0627,84.0,Current,0,0,ACB-BR004
ACB-LN0005664,ACB-C004568,Personal Loan,2023-04-07,33751.0,12113.05,0.24,240.0,Current,0,0,ACB-BR052
ACB-LN0005665,ACB-C011805,Mortgage,2020-04-08,135597.25,16614.75,0.0484,48.0,30-59 DPD,49,0,ACB-BR078
ACB-LN0005666,ACB-C000940,Mortgage,2026-01-14,350028.87,105768.29,0.095,120.0,Paid Off,0,0,ACB-BR080
ACB-LN0005667,ACB-C000676,Auto Loan,2024-05-07,29757.62,22836.65,0.1446,180.0,Current,0,0,ACB-BR027
ACB-LN0005668,ACB-C006231,Student Loan,2019-10-03,55075.16,5542.26,0.0826,36.0,Current,0,0,ACB-BR066
ACB-LN0005669,ACB-C011732,Personal Loan,2019-02-14,5751.4,2173.51,0.1526,60.0,Current,0,0,ACB-BR072
ACB-LN0005670,ACB-C002170,Mortgage,2022-01-01,323405.03,234249.03,0.0549,12.0,Current,0,0,ACB-BR073
ACB-LN0005671,ACB-C007857,Student Loan,2019-03-04,31300.71,13788.69,0.0829,12.0,Default,202,1,ACB-BR001
ACB-LN0005672,ACB-C009909,Home Equity Loan,2021-03-10,82216.36,37713.42,0.1137,12.0,90+ DPD,114,1,ACB-BR007
ACB-LN0005673,ACB-C001990,Student Loan,2024-04-28,65079.46,20643.83,0.0704,12.0,Current,0,0,ACB-BR043
ACB-LN0005674,ACB-C010238,Home Equity Loan,2025-04-30,46392.41,45272.34,0.1192,120.0,Current,0,0,ACB-BR008
ACB-LN0005675,ACB-C002031,Auto Loan,2022-11-20,24940.09,22709.51,0.1404,60.0,Current,0,0,ACB-BR027
ACB-LN0005676,ACB-C004515,Student Loan,2020-05-31,67012.6,41923.18,0.0837,12.0,90+ DPD,142,1,ACB-BR036
ACB-LN0005677,ACB-C013226,Personal Loan,2021-01-14,11365.6,3451.45,0.2002,120.0,Current,0,0,ACB-BR073
ACB-LN0005678,ACB-C012824,Mortgage,2023-04-03,527528.52,277715.68,0.0452,240.0,Current,0,0,ACB-BR049
ACB-LN0005679,ACB-C010228,Home Equity Loan,2020-08-24,34518.16,13636.11,0.116,,Current,0,0,ACB-BR021
ACB-LN0005680,ACB-C014194,Personal Loan,2025-10-20,17340.17,2248.15,0.1491,180.0,Current,0,0,ACB-BR004
ACB-LN0005681,ACB-C001014,Personal Loan,2024-04-18,6239.19,400.29,0.1431,48.0,60-89 DPD,80,0,ACB-BR041
ACB-LN0005682,ACB-C002477,Personal Loan,2022-10-15,31864.49,9775.15,0.1563,60.0,Current,0,0,ACB-BR052
ACB-LN0005683,ACB-C001359,Student Loan,2021-01-12,54827.99,28258.45,0.0662,120.0,Current,0,0,ACB-BR014
ACB-LN0005684,ACB-C005019,Personal Loan,2023-07-13,2150.72,479.54,0.13,180.0,Current,0,0,ACB-BR010
ACB-LN0005685,ACB-C008270,Mortgage,2023-08-01,432016.04,91948.98,0.0419,12.0,Current,0,0,ACB-BR079
ACB-LN0005686,ACB-C004075,Auto Loan,2019-07-22,45378.15,10060.57,0.0742,84.0,Current,0,0,ACB-BR056
ACB-LN0005687,ACB-C012952,Mortgage,2025-11-19,234828.65,150643.02,0.095,360.0,Default,290,1,ACB-BR077
ACB-LN0005688,ACB-C002971,Auto Loan,2024-03-31,41637.62,21846.72,0.1234,120.0,Current,0,0,ACB-BR063
ACB-LN0005689,ACB-C004785,Auto Loan,2021-06-29,32478.4,12363.0,0.0879,360.0,Current,0,0,ACB-BR020
ACB-LN0005690,ACB-C009443,Personal Loan,2023-01-13,11838.02,9119.19,0.24,240.0,90+ DPD,168,1,ACB-BR021
ACB-LN0005691,ACB-C003659,Auto Loan,2025-11-14,29069.37,9204.51,0.1395,12.0,Current,0,0,ACB-BR018
ACB-LN0005692,ACB-C006563,Auto Loan,2026-03-04,30024.1,10144.03,0.078,12.0,Current,0,0,ACB-BR054
ACB-LN0005693,ACB-C008303,Personal Loan,2024-03-29,25746.99,12922.63,0.24,240.0,Current,0,0,ACB-BR068
ACB-LN0005694,ACB-C006990,Mortgage,2024-08-25,532016.69,140631.83,0.0805,36.0,Current,0,0,ACB-BR054
ACB-LN0005695,ACB-C001272,Mortgage,2024-12-03,268290.09,14449.42,0.0882,240.0,Written Off,0,1,ACB-BR045
ACB-LN0005696,ACB-C003797,Auto Loan,2020-02-12,37007.67,21154.83,0.0683,360.0,Current,0,0,ACB-BR002
ACB-LN0005697,ACB-C007283,Mortgage,2019-04-27,511975.44,377354.33,0.0582,360.0,30-59 DPD,51,0,ACB-BR046
ACB-LN0005698,ACB-C004438,Student Loan,2022-12-16,39253.67,12863.99,0.0687,12.0,Current,0,0,ACB-BR052
ACB-LN0005699,ACB-C013516,Personal Loan,2023-01-26,6497.36,4668.5,0.1298,48.0,Current,0,0,ACB-BR072
ACB-LN0005700,ACB-C000699,Mortgage,2026-02-12,412924.7,42698.51,0.0621,24.0,Current,0,0,ACB-BR043
ACB-LN0005701,ACB-C005728,Mortgage,2020-12-24,156167.26,35268.66,0.042,120.0,Current,0,0,ACB-BR052
ACB-LN0005702,ACB-C001185,Personal Loan,2023-03-23,20939.08,7621.91,0.24,84.0,Written Off,0,1,ACB-BR050
ACB-LN0005703,ACB-C013358,Mortgage,2023-07-22,246700.28,191702.86,0.0821,120.0,Paid Off,0,0,ACB-BR018
ACB-LN0005704,ACB-C002860,Home Equity Loan,2019-04-28,94924.19,37554.19,0.1191,84.0,Default,157,1,ACB-BR017
ACB-LN0005705,ACB-C007665,Personal Loan,2024-02-07,11531.75,1975.32,0.24,24.0,Paid Off,0,0,ACB-BR078
ACB-LN0005706,ACB-C010984,Auto Loan,2020-04-14,29570.22,22365.12,0.1275,360.0,Current,0,0,ACB-BR016
ACB-LN0005707,ACB-C003283,Personal Loan,2020-01-17,23771.24,2900.8,0.2188,48.0,Paid Off,0,0,ACB-BR073
ACB-LN0005708,ACB-C006737,Mortgage,2021-09-03,358042.01,227572.09,0.075,48.0,Current,0,0,ACB-BR009
ACB-LN0005709,ACB-C005682,Mortgage,2024-01-30,628742.36,134495.39,0.0669,180.0,Current,0,0,ACB-BR066
ACB-LN0005710,ACB-C009892,Auto Loan,2019-10-31,15435.84,8463.12,0.1126,120.0,Current,0,0,ACB-BR026
ACB-LN0005711,ACB-C002504,Personal Loan,2021-11-29,15456.38,10862.84,0.1397,84.0,Current,0,0,ACB-BR051
ACB-LN0005712,ACB-C003601,Personal Loan,2020-10-29,4198.07,4050.86,0.1253,24.0,Default,344,1,ACB-BR054
ACB-LN0005713,ACB-C009481,Personal Loan,2019-01-23,23711.53,8651.22,0.1467,36.0,Paid Off,0,0,ACB-BR031
ACB-LN0005714,ACB-C008123,Mortgage,2023-05-27,148590.34,70408.77,0.0892,60.0,Current,0,0,ACB-BR005
ACB-LN0005715,ACB-C005238,Personal Loan,2022-01-15,21087.49,14429.72,0.1697,120.0,Default,177,1,ACB-BR020
ACB-LN0005716,ACB-C001195,Home Equity Loan,2019-07-02,104271.58,38020.46,0.0798,24.0,Current,0,0,ACB-BR066
ACB-LN0005717,ACB-C012856,Student Loan,2023-10-14,79378.85,73987.64,0.0703,36.0,Current,0,0,ACB-BR063
ACB-LN0005718,ACB-C003351,Student Loan,2020-12-28,72402.33,27469.01,0.0751,360.0,Current,0,0,ACB-BR002
ACB-LN0005719,ACB-C006725,Personal Loan,2020-09-22,21181.8,14392.05,0.2038,36.0,Current,0,0,ACB-BR006
ACB-LN0005720,ACB-C011198,Home Equity Loan,2019-11-06,16176.29,1678.56,0.0814,24.0,Current,0,0,ACB-BR047
ACB-LN0005721,ACB-C000666,Mortgage,2020-06-26,307309.82,267727.43,0.0673,180.0,Current,0,0,ACB-BR067
ACB-LN0005722,ACB-C011235,Personal Loan,2022-02-28,28002.2,1584.05,0.123,84.0,Current,0,0,ACB-BR065
ACB-LN0005723,ACB-C008755,Mortgage,2024-11-24,348237.2,235008.43,0.0526,48.0,Current,0,0,ACB-BR003
ACB-LN0005724,ACB-C002411,Mortgage,2021-03-22,608959.84,380630.68,0.0646,24.0,Current,0,0,ACB-BR005
ACB-LN0005725,ACB-C013961,Mortgage,2019-08-19,596664.79,200771.89,0.0576,36.0,Current,0,0,ACB-BR058
ACB-LN0005726,ACB-C009045,Small Business Loan,2022-10-17,210663.41,28563.13,0.1867,12.0,Current,0,0,ACB-BR067
ACB-LN0005727,ACB-C010738,Student Loan,2023-04-28,12278.28,8271.32,0.0721,240.0,Current,0,0,ACB-BR009
ACB-LN0005728,ACB-C005269,Personal Loan,2025-05-01,14288.38,13082.74,0.1171,12.0,Paid Off,0,0,ACB-BR047
ACB-LN0005729,ACB-C010161,Home Equity Loan,2025-10-05,95822.2,61859.5,0.1031,84.0,90+ DPD,178,1,ACB-BR017
ACB-LN0005730,ACB-C006230,Student Loan,2022-10-21,55866.39,24029.78,0.11,120.0,Current,0,0,ACB-BR067
ACB-LN0005731,ACB-C012698,Auto Loan,2023-12-27,8766.63,3244.85,0.1051,60.0,Current,0,0,ACB-BR028
ACB-LN0005732,ACB-C003939,Mortgage,2023-06-17,317871.8,165871.96,0.0624,360.0,Current,0,0,ACB-BR030
ACB-LN0005733,ACB-C006774,Personal Loan,2020-08-17,30425.43,5597.66,0.0986,360.0,Current,0,0,ACB-BR042
ACB-LN0005734,ACB-C000858,Student Loan,2024-08-21,11633.98,10830.01,0.0585,12.0,Written Off,0,1,ACB-BR038
ACB-LN0005735,ACB-C011102,Student Loan,2019-12-27,45736.47,30170.57,0.043,240.0,Current,0,0,ACB-BR068
ACB-LN0005736,ACB-C003524,Personal Loan,2026-01-08,33252.61,6610.03,0.1199,24.0,Current,0,0,ACB-BR064
ACB-LN0005737,ACB-C004062,Home Equity Loan,2025-10-30,30859.85,22858.11,0.1205,240.0,60-89 DPD,85,0,ACB-BR017
ACB-LN0005738,ACB-C010822,Student Loan,2022-10-12,65326.8,16467.49,0.0608,60.0,Current,0,0,ACB-BR065
ACB-LN0005739,ACB-C002271,Student Loan,2022-12-10,59803.11,44061.04,0.0707,12.0,Current,0,0,ACB-BR070
ACB-LN0005740,ACB-C014675,Small Business Loan,2021-06-06,52857.94,25405.84,0.127,12.0,Default,313,1,ACB-BR070
ACB-LN0005741,ACB-C008740,Student Loan,2019-05-03,34589.92,31993.71,0.0837,24.0,30-59 DPD,53,0,ACB-BR006
ACB-LN0005742,ACB-C002777,Mortgage,2025-06-30,448078.21,424784.84,0.0581,24.0,Current,0,0,ACB-BR065
ACB-LN0005743,ACB-C009479,Personal Loan,2023-01-06,25497.72,21012.64,0.1344,240.0,Current,0,0,ACB-BR016
ACB-LN0005744,ACB-C002422,Home Equity Loan,2025-09-22,56611.53,55317.6,0.14,60.0,Current,0,0,ACB-BR010
ACB-LN0005745,ACB-C008856,Personal Loan,2020-01-30,23456.05,2264.83,0.1072,120.0,Current,0,0,ACB-BR008
ACB-LN0005746,ACB-C004009,Student Loan,2021-02-08,60206.89,45812.74,0.0476,24.0,Paid Off,0,0,ACB-BR025
ACB-LN0005747,ACB-C000026,Mortgage,2022-05-12,574390.86,151935.08,0.0505,24.0,Current,0,0,ACB-BR063
ACB-LN0005748,ACB-C001916,Home Equity Loan,2021-11-30,30281.63,28313.71,0.0649,60.0,Current,0,0,ACB-BR010
ACB-LN0005749,ACB-C002774,Mortgage,2021-04-15,626143.73,226845.5,0.048,120.0,Current,0,0,ACB-BR010
ACB-LN0005750,ACB-C009060,Personal Loan,2023-10-17,24478.8,23507.72,0.1612,36.0,Paid Off,0,0,ACB-BR072
ACB-LN0005751,ACB-C004969,Personal Loan,2024-04-30,4549.7,3839.53,0.1211,24.0,Current,0,0,ACB-BR055
ACB-LN0005752,ACB-C002968,Mortgage,2025-06-30,318311.36,62283.17,0.0881,12.0,Current,0,0,ACB-BR047
ACB-LN0005753,ACB-C003069,Personal Loan,2022-07-04,14956.74,14644.39,0.1418,48.0,Current,0,0,ACB-BR031
ACB-LN0005754,ACB-C008573,Personal Loan,2021-08-19,14555.61,3998.77,0.1512,84.0,Paid Off,0,0,ACB-BR011
ACB-LN0005755,ACB-C005198,Personal Loan,2020-01-23,7396.12,4791.1,0.1965,240.0,30-59 DPD,54,0,ACB-BR065
ACB-LN0005756,ACB-C013741,Home Equity Loan,2019-06-12,19583.31,6569.61,0.062,48.0,Current,0,0,ACB-BR012
ACB-LN0005757,ACB-C004758,Mortgage,2020-03-08,235999.55,139366.0,0.041,360.0,Current,0,0,ACB-BR022
ACB-LN0005758,ACB-C011835,Auto Loan,2026-03-08,27423.72,3618.6,0.1595,120.0,Current,0,0,ACB-BR021
ACB-LN0005759,ACB-C008004,Mortgage,2024-08-17,398049.12,283862.7,0.0826,12.0,30-59 DPD,57,0,ACB-BR014
ACB-LN0005760,ACB-C013950,Auto Loan,2019-12-19,36173.99,26749.63,0.1013,60.0,Paid Off,0,0,ACB-BR009
ACB-LN0005761,ACB-C013310,Personal Loan,2021-01-09,22844.97,4113.43,0.12,240.0,30-59 DPD,34,0,ACB-BR069
ACB-LN0005762,ACB-C005523,Mortgage,2019-01-08,647549.41,529328.01,0.0655,84.0,30-59 DPD,53,0,ACB-BR046
ACB-LN0005763,ACB-C013945,Personal Loan,2024-10-18,17926.98,13041.33,0.24,180.0,Current,0,0,ACB-BR069
ACB-LN0005764,ACB-C010662,Personal Loan,2022-01-29,32355.88,15570.42,0.1521,240.0,Current,0,0,ACB-BR008
ACB-LN0005765,ACB-C012386,Auto Loan,2025-07-29,18109.18,15106.53,0.0963,360.0,Current,0,0,ACB-BR037
ACB-LN0005766,ACB-C008772,Personal Loan,2024-06-13,25826.78,15843.8,0.2271,120.0,Default,276,1,ACB-BR032
ACB-LN0005767,ACB-C012769,Personal Loan,2020-10-14,27476.22,24132.58,0.0832,48.0,30-59 DPD,46,0,ACB-BR079
ACB-LN0005768,ACB-C007536,Personal Loan,2025-08-29,32335.83,2406.49,0.1941,48.0,Current,0,0,ACB-BR036
ACB-LN0005769,ACB-C005859,Mortgage,2024-03-27,398715.16,265002.58,0.0498,12.0,Current,0,0,ACB-BR008
ACB-LN0005770,ACB-C008353,Auto Loan,2024-10-21,39072.41,22454.45,0.0968,120.0,Current,0,0,ACB-BR045
ACB-LN0005771,ACB-C001758,Personal Loan,2023-03-02,34983.39,32830.05,0.1503,84.0,Current,0,0,ACB-BR045
ACB-LN0005772,ACB-C000969,Auto Loan,2025-02-03,22670.4,7931.82,0.16,24.0,Current,0,0,ACB-BR065
ACB-LN0005773,ACB-C011454,Mortgage,2024-06-15,528423.88,93273.24,0.0664,360.0,Current,0,0,ACB-BR055
ACB-LN0005774,ACB-C007953,Personal Loan,2024-04-09,30094.19,28728.43,0.24,24.0,Written Off,0,1,ACB-BR001
ACB-LN0005775,ACB-C011018,Personal Loan,2024-11-11,24264.4,22700.04,0.1713,360.0,Current,0,0,ACB-BR010
ACB-LN0005776,ACB-C009555,Personal Loan,2022-09-13,27689.69,7282.82,0.24,48.0,Current,0,0,ACB-BR049
ACB-LN0005777,ACB-C005486,Auto Loan,2019-05-05,32127.54,18765.75,0.1318,360.0,Current,0,0,ACB-BR036
ACB-LN0005778,ACB-C011785,Mortgage,2024-03-16,289430.27,208037.02,0.0534,12.0,Current,0,0,ACB-BR012
ACB-LN0005779,ACB-C000872,Home Equity Loan,2020-05-20,42677.77,15217.96,0.0919,48.0,Current,0,0,ACB-BR029
ACB-LN0005780,ACB-C006726,Small Business Loan,2023-01-08,223489.32,87624.0,0.1462,36.0,Current,0,0,ACB-BR077
ACB-LN0005781,ACB-C003194,Student Loan,2026-02-24,67655.63,15042.79,0.0714,48.0,Current,0,0,ACB-BR075
ACB-LN0005782,ACB-C003854,Personal Loan,2019-07-21,21733.3,3445.49,0.1571,24.0,Current,0,0,ACB-BR042
ACB-LN0005783,ACB-C013255,Personal Loan,2024-07-25,17763.88,15683.26,0.24,12.0,Current,0,0,ACB-BR070
ACB-LN0005784,ACB-C005053,Student Loan,2019-03-04,7043.02,6738.59,0.0458,12.0,Default,301,1,ACB-BR018
ACB-LN0005785,ACB-C010620,Personal Loan,2023-07-02,28598.5,19555.54,0.128,12.0,Current,0,0,ACB-BR052
ACB-LN0005786,ACB-C011047,Personal Loan,2023-11-08,22613.36,21004.84,0.24,360.0,Default,224,1,ACB-BR061
ACB-LN0005787,ACB-C010932,Personal Loan,2020-12-01,3750.44,774.7,0.1385,48.0,Current,0,0,ACB-BR036
ACB-LN0005788,ACB-C008464,Auto Loan,2019-05-29,23772.5,20361.97,0.0933,180.0,Current,0,0,ACB-BR015
ACB-LN0005789,ACB-C010388,Home Equity Loan,2019-11-28,109359.64,64801.22,0.1186,48.0,Current,0,0,ACB-BR049
ACB-LN0005790,ACB-C012969,Small Business Loan,2022-12-03,161865.27,45028.86,0.1124,36.0,Current,0,0,ACB-BR006
ACB-LN0005791,ACB-C002187,Auto Loan,2025-09-13,33222.99,20172.61,0.16,48.0,Current,0,0,ACB-BR012
ACB-LN0005792,ACB-C002872,Small Business Loan,2021-06-14,171775.37,44774.62,0.1791,60.0,Current,0,0,ACB-BR038
ACB-LN0005793,ACB-C001105,Auto Loan,2023-07-03,28420.16,17738.16,0.1469,12.0,Current,0,0,ACB-BR037
ACB-LN0005794,ACB-C014698,Mortgage,2023-04-27,265066.58,56476.91,0.0409,84.0,Paid Off,0,0,ACB-BR046
ACB-LN0005795,ACB-C011564,Mortgage,2023-11-30,380345.09,253054.57,0.0692,12.0,Current,0,0,ACB-BR052
ACB-LN0005796,ACB-C005281,Mortgage,2022-08-07,378237.49,287753.27,0.0918,360.0,30-59 DPD,34,0,ACB-BR072
ACB-LN0005797,ACB-C001173,Auto Loan,2024-05-03,8853.38,8382.02,0.16,24.0,Current,0,0,ACB-BR026
ACB-LN0005798,ACB-C007616,Mortgage,2021-07-04,552997.41,173731.61,0.0735,120.0,Current,0,0,ACB-BR075
ACB-LN0005799,ACB-C004802,Personal Loan,2025-12-21,10866.11,4034.23,0.1565,48.0,Current,0,0,ACB-BR076
ACB-LN0005800,ACB-C003342,Personal Loan,2023-10-26,24804.39,15409.8,0.24,24.0,Current,0,0,ACB-BR039
ACB-LN0005801,ACB-C007153,Home Equity Loan,2022-07-09,66699.23,14080.46,0.1231,36.0,Paid Off,0,0,ACB-BR059
ACB-LN0005802,ACB-C010587,Small Business Loan,2021-08-08,185608.29,31921.73,0.1303,120.0,Current,0,0,ACB-BR059
ACB-LN0005803,ACB-C008172,Home Equity Loan,2023-02-25,85393.9,23546.52,0.0761,120.0,Current,0,0,ACB-BR003
ACB-LN0005804,ACB-C006375,Mortgage,2019-10-31,406935.37,275132.58,0.0568,24.0,Current,0,0,ACB-BR062
ACB-LN0005805,ACB-C014726,Home Equity Loan,2025-03-10,92471.98,64089.05,0.1328,60.0,Current,0,0,ACB-BR006
ACB-LN0005806,ACB-C014936,Mortgage,2022-08-18,610278.93,227781.12,0.095,240.0,Current,0,0,ACB-BR068
ACB-LN0005807,ACB-C005027,Personal Loan,2022-12-19,2839.43,2577.68,0.1106,24.0,Current,0,0,ACB-BR068
ACB-LN0005808,ACB-C006229,Personal Loan,2025-04-29,23981.64,8896.21,0.24,120.0,Current,0,0,ACB-BR046
ACB-LN0005809,ACB-C000200,Auto Loan,2022-06-16,23282.93,14848.93,0.0983,60.0,Current,0,0,ACB-BR070
ACB-LN0005810,ACB-C004414,Mortgage,2023-03-19,312729.27,226320.11,0.095,360.0,Paid Off,0,0,ACB-BR012
ACB-LN0005811,ACB-C007703,Mortgage,2023-05-18,542791.56,52877.95,0.0446,84.0,Current,0,0,ACB-BR062
ACB-LN0005812,ACB-C003166,Mortgage,2022-09-07,340534.65,131783.07,0.0901,360.0,Current,0,0,ACB-BR029
ACB-LN0005813,ACB-C007106,Home Equity Loan,2023-01-17,107596.12,38757.22,0.1385,60.0,Paid Off,0,0,ACB-BR065
ACB-LN0005814,ACB-C004999,Student Loan,2022-10-02,63980.36,54864.24,0.11,60.0,Current,0,0,ACB-BR004
ACB-LN0005815,ACB-C007387,Small Business Loan,2025-03-09,110440.05,87277.11,0.1786,180.0,30-59 DPD,30,0,ACB-BR052
ACB-LN0005816,ACB-C002049,Mortgage,2023-02-13,578730.32,231107.92,0.0845,84.0,Current,0,0,ACB-BR010
ACB-LN0005817,ACB-C013374,Student Loan,2019-06-16,58845.17,45575.55,0.0807,,Current,0,0,ACB-BR020
ACB-LN0005818,ACB-C001017,Mortgage,2021-11-17,394633.69,263899.25,0.0368,84.0,Current,0,0,ACB-BR042
ACB-LN0005819,ACB-C012924,Mortgage,2021-12-01,585322.7,382410.24,0.0552,180.0,Paid Off,0,0,ACB-BR043
ACB-LN0005820,ACB-C014676,Auto Loan,2023-02-17,38811.56,12400.62,0.16,120.0,Current,0,0,ACB-BR033
ACB-LN0005821,ACB-C007711,Personal Loan,2022-12-09,22600.94,2505.83,0.1483,12.0,30-59 DPD,57,0,ACB-BR066
ACB-LN0005822,ACB-C008863,Auto Loan,2020-10-14,44207.63,42291.81,0.1099,12.0,30-59 DPD,37,0,ACB-BR005
ACB-LN0005823,ACB-C012751,Home Equity Loan,2020-10-25,110053.53,69946.28,0.0587,180.0,Current,0,0,ACB-BR016
ACB-LN0005824,ACB-C001105,Auto Loan,2020-11-18,42770.21,9157.67,0.0739,84.0,Current,0,0,ACB-BR063
ACB-LN0005825,ACB-C012881,Small Business Loan,2023-02-23,74062.57,34356.46,0.2,12.0,30-59 DPD,49,0,ACB-BR065
ACB-LN0005826,ACB-C006421,Home Equity Loan,2019-08-28,71080.37,25061.68,,48.0,Current,0,0,ACB-BR064
ACB-LN0005827,ACB-C009339,Home Equity Loan,2020-07-22,103568.44,41518.63,0.0654,48.0,Current,0,0,ACB-BR017
ACB-LN0005828,ACB-C007970,Small Business Loan,2023-01-12,180104.72,56593.34,0.1083,180.0,Current,0,0,ACB-BR009
ACB-LN0005829,ACB-C014035,Personal Loan,2019-01-20,24064.04,17832.03,0.1973,36.0,Current,0,0,ACB-BR041
ACB-LN0005830,ACB-C000541,Mortgage,2021-11-21,142024.92,14490.17,0.0357,36.0,Current,0,0,ACB-BR026
ACB-LN0005831,ACB-C001345,Small Business Loan,2019-04-14,130068.6,85901.68,0.0865,120.0,Current,0,0,ACB-BR007
ACB-LN0005832,ACB-C001730,Student Loan,2021-06-18,47451.68,11098.14,0.0737,84.0,Current,0,0,ACB-BR048
ACB-LN0005833,ACB-C006725,Mortgage,2022-10-26,283327.95,86643.81,0.0421,84.0,Default,273,1,ACB-BR058
ACB-LN0005834,ACB-C011519,Auto Loan,2025-10-02,8908.25,7076.24,0.0615,24.0,Current,0,0,ACB-BR035
ACB-LN0005835,ACB-C003669,Mortgage,2026-02-22,423724.77,373671.84,0.0467,48.0,Paid Off,0,0,ACB-BR055
ACB-LN0005836,ACB-C003841,Small Business Loan,2025-10-22,69758.83,11095.53,0.2,120.0,Current,0,0,ACB-BR054
ACB-LN0005837,ACB-C005739,Auto Loan,2024-04-25,8126.0,1736.31,0.0885,360.0,Current,0,0,ACB-BR011
ACB-LN0005838,ACB-C002959,Home Equity Loan,2023-06-18,64338.69,19209.57,0.107,180.0,Current,0,0,ACB-BR020
