customer_id,cluster,cluster_label
ACB-C013356,3,High Risk / Low Engagement
ACB-C013357,0,Premium / Multi-Product
ACB-C013358,0,Premium / Multi-Product
ACB-C013359,3,High Risk / Low Engagement
ACB-C013360,2,Developing / Building Credit
ACB-C013361,3,High Risk / Low Engagement
ACB-C013362,1,Stable Core Customer
ACB-C013363,2,Developing / Building Credit
ACB-C013364,1,Stable Core Customer
ACB-C013365,3,High Risk / Low Engagement
ACB-C013366,1,Stable Core Customer
ACB-C013367,3,High Risk / Low Engagement
ACB-C013368,0,Premium / Multi-Product
ACB-C013369,3,High Risk / Low Engagement
ACB-C013370,0,Premium / Multi-Product
ACB-C013371,0,Premium / Multi-Product
ACB-C013372,0,Premium / Multi-Product
ACB-C013373,3,High Risk / Low Engagement
ACB-C013374,0,Premium / Multi-Product
ACB-C013375,0,Premium / Multi-Product
ACB-C013376,0,Premium / Multi-Product
ACB-C013377,2,Developing / Building Credit
ACB-C013378,0,Premium / Multi-Product
ACB-C013379,0,Premium / Multi-Product
ACB-C013380,2,Developing / Building Credit
ACB-C013381,2,Developing / Building Credit
ACB-C013382,1,Stable Core Customer
ACB-C013383,0,Premium / Multi-Product
ACB-C013384,2,Developing / Building Credit
ACB-C013385,1,Stable Core Customer
ACB-C013386,0,Premium / Multi-Product
ACB-C013387,3,High Risk / Low Engagement
ACB-C013388,0,Premium / Multi-Product
ACB-C013389,0,Premium / Multi-Product
ACB-C013390,1,Stable Core Customer
ACB-C013391,3,High Risk / Low Engagement
ACB-C013392,0,Premium / Multi-Product
ACB-C013393,3,High Risk / Low Engagement
ACB-C013394,1,Stable Core Customer
ACB-C013395,0,Premium / Multi-Product
ACB-C013396,0,Premium / Multi-Product
ACB-C013397,0,Premium / Multi-Product
ACB-C013398,2,Developing / Building Credit
ACB-C013399,0,Premium / Multi-Product
ACB-C013400,1,Stable Core Customer
ACB-C013401,0,Premium / Multi-Product
ACB-C013402,0,Premium / Multi-Product
ACB-C013403,3,High Risk / Low Engagement
ACB-C013404,1,Stable Core Customer
ACB-C013405,0,Premium / Multi-Product
ACB-C013406,3,High Risk / Low Engagement
ACB-C013407,0,Premium / Multi-Product
ACB-C013408,0,Premium / Multi-Product
ACB-C013409,3,High Risk / Low Engagement
ACB-C013410,0,Premium / Multi-Product
ACB-C013411,0,Premium / Multi-Product
ACB-C013412,3,High Risk / Low Engagement
ACB-C013413,2,Developing / Building Credit
ACB-C013414,3,High Risk / Low Engagement
ACB-C013415,0,Premium / Multi-Product
ACB-C013416,0,Premium / Multi-Product
ACB-C013417,0,Premium / Multi-Product
ACB-C013418,3,High Risk / Low Engagement
ACB-C013419,3,High Risk / Low Engagement
ACB-C013420,0,Premium / Multi-Product
ACB-C013421,0,Premium / Multi-Product
ACB-C013422,3,High Risk / Low Engagement
ACB-C013423,0,Premium / Multi-Product
ACB-C013424,0,Premium / Multi-Product
ACB-C013425,1,Stable Core Customer
ACB-C013426,0,Premium / Multi-Product
ACB-C013427,3,High Risk / Low Engagement
ACB-C013428,3,High Risk / Low Engagement
ACB-C013429,3,High Risk / Low Engagement
ACB-C013430,0,Premium / Multi-Product
ACB-C013431,0,Premium / Multi-Product
ACB-C013432,1,Stable Core Customer
ACB-C013433,0,Premium / Multi-Product
ACB-C013434,1,Stable Core Customer
ACB-C013435,3,High Risk / Low Engagement
ACB-C013436,2,Developing / Building Credit
ACB-C013437,3,High Risk / Low Engagement
ACB-C013438,3,High Risk / Low Engagement
ACB-C013439,1,Stable Core Customer
ACB-C013440,1,Stable Core Customer
ACB-C013441,0,Premium / Multi-Product
ACB-C013442,1,Stable Core Customer
ACB-C013443,0,Premium / Multi-Product
ACB-C013444,0,Premium / Multi-Product
ACB-C013445,0,Premium / Multi-Product
ACB-C013446,3,High Risk / Low Engagement
ACB-C013447,0,Premium / Multi-Product
ACB-C013448,3,High Risk / Low Engagement
ACB-C013449,1,Stable Core Customer
ACB-C013450,0,Premium / Multi-Product
ACB-C013451,0,Premium / Multi-Product
ACB-C013452,1,Stable Core Customer
ACB-C013453,0,Premium / Multi-Product
ACB-C013454,3,High Risk / Low Engagement
ACB-C013455,0,Premium / Multi-Product
ACB-C013456,3,High Risk / Low Engagement
ACB-C013457,1,Stable Core Customer
ACB-C013458,0,Premium / Multi-Product
ACB-C013459,3,High Risk / Low Engagement
ACB-C013460,0,Premium / Multi-Product
ACB-C013461,1,Stable Core Customer
ACB-C013462,0,Premium / Multi-Product
ACB-C013463,3,High Risk / Low Engagement
ACB-C013464,0,Premium / Multi-Product
ACB-C013465,0,Premium / Multi-Product
ACB-C013466,3,High Risk / Low Engagement
ACB-C013467,1,Stable Core Customer
ACB-C013468,2,Developing / Building Credit
ACB-C013469,0,Premium / Multi-Product
ACB-C013470,1,Stable Core Customer
ACB-C013471,0,Premium / Multi-Product
ACB-C013472,1,Stable Core Customer
ACB-C013473,0,Premium / Multi-Product
ACB-C013474,0,Premium / Multi-Product
ACB-C013475,0,Premium / Multi-Product
ACB-C013476,0,Premium / Multi-Product
ACB-C013477,3,High Risk / Low Engagement
ACB-C013478,1,Stable Core Customer
ACB-C013479,0,Premium / Multi-Product
ACB-C013480,0,Premium / Multi-Product
ACB-C013481,1,Stable Core Customer
ACB-C013482,2,Developing / Building Credit
ACB-C013483,3,High Risk / Low Engagement
ACB-C013484,1,Stable Core Customer
ACB-C013485,3,High Risk / Low Engagement
ACB-C013486,3,High Risk / Low Engagement
ACB-C013487,0,Premium / Multi-Product
ACB-C013488,0,Premium / Multi-Product
ACB-C013489,0,Premium / Multi-Product
ACB-C013490,3,High Risk / Low Engagement
ACB-C013491,0,Premium / Multi-Product
ACB-C013492,1,Stable Core Customer
ACB-C013493,1,Stable Core Customer
ACB-C013494,1,Stable Core Customer
ACB-C013495,1,Stable Core Customer
ACB-C013496,1,Stable Core Customer
ACB-C013497,0,Premium / Multi-Product
ACB-C013498,0,Premium / Multi-Product
ACB-C013499,1,Stable Core Customer
ACB-C013500,0,Premium / Multi-Product
ACB-C013501,3,High Risk / Low Engagement
ACB-C013502,1,Stable Core Customer
ACB-C013503,1,Stable Core Customer
ACB-C013504,0,Premium / Multi-Product
ACB-C013505,1,Stable Core Customer
ACB-C013506,3,High Risk / Low Engagement
ACB-C013507,0,Premium / Multi-Product
ACB-C013508,0,Premium / Multi-Product
ACB-C013509,3,High Risk / Low Engagement
ACB-C013510,0,Premium / Multi-Product
ACB-C013511,1,Stable Core Customer
ACB-C013512,0,Premium / Multi-Product
ACB-C013513,3,High Risk / Low Engagement
ACB-C013514,3,High Risk / Low Engagement
ACB-C013515,0,Premium / Multi-Product
ACB-C013516,1,Stable Core Customer
ACB-C013517,3,High Risk / Low Engagement
ACB-C013518,0,Premium / Multi-Product
ACB-C013519,0,Premium / Multi-Product
ACB-C013520,1,Stable Core Customer
ACB-C013521,1,Stable Core Customer
ACB-C013522,3,High Risk / Low Engagement
ACB-C013523,0,Premium / Multi-Product
ACB-C013524,0,Premium / Multi-Product
ACB-C013525,0,Premium / Multi-Product
ACB-C013526,3,High Risk / Low Engagement
ACB-C013527,3,High Risk / Low Engagement
ACB-C013528,0,Premium / Multi-Product
ACB-C013529,3,High Risk / Low Engagement
ACB-C013530,1,Stable Core Customer
ACB-C013531,3,High Risk / Low Engagement
ACB-C013532,0,Premium / Multi-Product
ACB-C013533,1,Stable Core Customer
ACB-C013534,0,Premium / Multi-Product
ACB-C013535,1,Stable Core Customer
ACB-C013536,3,High Risk / Low Engagement
ACB-C013537,3,High Risk / Low Engagement
ACB-C013538,1,Stable Core Customer
ACB-C013539,1,Stable Core Customer
ACB-C013540,3,High Risk / Low Engagement
ACB-C013541,1,Stable Core Customer
ACB-C013542,3,High Risk / Low Engagement
ACB-C013543,3,High Risk / Low Engagement
ACB-C013544,1,Stable Core Customer
ACB-C013545,3,High Risk / Low Engagement
ACB-C013546,0,Premium / Multi-Product
ACB-C013547,1,Stable Core Customer
ACB-C013548,0,Premium / Multi-Product
ACB-C013549,0,Premium / Multi-Product
ACB-C013550,1,Stable Core Customer
ACB-C013551,0,Premium / Multi-Product
ACB-C013552,0,Premium / Multi-Product
ACB-C013553,1,Stable Core Customer
ACB-C013554,1,Stable Core Customer
ACB-C013555,0,Premium / Multi-Product
ACB-C013556,3,High Risk / Low Engagement
ACB-C013557,1,Stable Core Customer
ACB-C013558,0,Premium / Multi-Product
ACB-C013559,3,High Risk / Low Engagement
ACB-C013560,1,Stable Core Customer
ACB-C013561,0,Premium / Multi-Product
ACB-C013562,1,Stable Core Customer
ACB-C013563,0,Premium / Multi-Product
ACB-C013564,3,High Risk / Low Engagement
ACB-C013565,0,Premium / Multi-Product
ACB-C013566,2,Developing / Building Credit
ACB-C013567,1,Stable Core Customer
ACB-C013568,1,Stable Core Customer
ACB-C013569,3,High Risk / Low Engagement
ACB-C013570,3,High Risk / Low Engagement
ACB-C013571,3,High Risk / Low Engagement
ACB-C013572,0,Premium / Multi-Product
ACB-C013573,1,Stable Core Customer
ACB-C013574,1,Stable Core Customer
ACB-C013575,0,Premium / Multi-Product
ACB-C013576,0,Premium / Multi-Product
ACB-C013577,1,Stable Core Customer
ACB-C013578,3,High Risk / Low Engagement
ACB-C013579,0,Premium / Multi-Product
ACB-C013580,0,Premium / Multi-Product
ACB-C013581,3,High Risk / Low Engagement
ACB-C013582,1,Stable Core Customer
ACB-C013583,0,Premium / Multi-Product
ACB-C013584,1,Stable Core Customer
ACB-C013585,0,Premium / Multi-Product
ACB-C013586,1,Stable Core Customer
ACB-C013587,0,Premium / Multi-Product
ACB-C013588,1,Stable Core Customer
ACB-C013589,1,Stable Core Customer
ACB-C013590,0,Premium / Multi-Product
ACB-C013591,1,Stable Core Customer
ACB-C013592,3,High Risk / Low Engagement
ACB-C013593,1,Stable Core Customer
ACB-C013594,0,Premium / Multi-Product
ACB-C013595,3,High Risk / Low Engagement
ACB-C013596,0,Premium / Multi-Product
ACB-C013597,0,Premium / Multi-Product
ACB-C013598,3,High Risk / Low Engagement
ACB-C013599,1,Stable Core Customer
ACB-C013600,3,High Risk / Low Engagement
ACB-C013601,3,High Risk / Low Engagement
ACB-C013602,1,Stable Core Customer
ACB-C013603,0,Premium / Multi-Product
ACB-C013604,1,Stable Core Customer
ACB-C013605,0,Premium / Multi-Product
ACB-C013606,2,Developing / Building Credit
ACB-C013607,0,Premium / Multi-Product
ACB-C013608,0,Premium / Multi-Product
ACB-C013609,0,Premium / Multi-Product
ACB-C013610,1,Stable Core Customer
ACB-C013611,0,Premium / Multi-Product
ACB-C013612,2,Developing / Building Credit
ACB-C013613,0,Premium / Multi-Product
ACB-C013614,0,Premium / Multi-Product
ACB-C013615,0,Premium / Multi-Product
ACB-C013616,1,Stable Core Customer
ACB-C013617,3,High Risk / Low Engagement
ACB-C013618,1,Stable Core Customer
ACB-C013619,1,Stable Core Customer
ACB-C013620,2,Developing / Building Credit
ACB-C013621,1,Stable Core Customer
ACB-C013622,1,Stable Core Customer
ACB-C013623,0,Premium / Multi-Product
ACB-C013624,0,Premium / Multi-Product
ACB-C013625,2,Developing / Building Credit
ACB-C013626,3,High Risk / Low Engagement
ACB-C013627,3,High Risk / Low Engagement
ACB-C013628,1,Stable Core Customer
ACB-C013629,0,Premium / Multi-Product
ACB-C013630,3,High Risk / Low Engagement
ACB-C013631,3,High Risk / Low Engagement
ACB-C013632,3,High Risk / Low Engagement
ACB-C013633,1,Stable Core Customer
ACB-C013634,0,Premium / Multi-Product
ACB-C013635,0,Premium / Multi-Product
ACB-C013636,0,Premium / Multi-Product
ACB-C013637,3,High Risk / Low Engagement
ACB-C013638,1,Stable Core Customer
ACB-C013639,1,Stable Core Customer
ACB-C013640,0,Premium / Multi-Product
ACB-C013641,0,Premium / Multi-Product
ACB-C013642,0,Premium / Multi-Product
ACB-C013643,1,Stable Core Customer
ACB-C013644,0,Premium / Multi-Product
ACB-C013645,0,Premium / Multi-Product
ACB-C013646,0,Premium / Multi-Product
ACB-C013647,0,Premium / Multi-Product
ACB-C013648,1,Stable Core Customer
ACB-C013649,3,High Risk / Low Engagement
ACB-C013650,1,Stable Core Customer
ACB-C013651,0,Premium / Multi-Product
ACB-C013652,1,Stable Core Customer
ACB-C013653,0,Premium / Multi-Product
ACB-C013654,3,High Risk / Low Engagement
ACB-C013655,1,Stable Core Customer
ACB-C013656,0,Premium / Multi-Product
ACB-C013657,0,Premium / Multi-Product
ACB-C013658,0,Premium / Multi-Product
ACB-C013659,0,Premium / Multi-Product
ACB-C013660,0,Premium / Multi-Product
ACB-C013661,0,Premium / Multi-Product
ACB-C013662,0,Premium / Multi-Product
ACB-C013663,3,High Risk / Low Engagement
ACB-C013664,3,High Risk / Low Engagement
ACB-C013665,1,Stable Core Customer
ACB-C013666,0,Premium / Multi-Product
ACB-C013667,1,Stable Core Customer
ACB-C013668,0,Premium / Multi-Product
ACB-C013669,1,Stable Core Customer
ACB-C013670,0,Premium / Multi-Product
ACB-C013671,0,Premium / Multi-Product
ACB-C013672,0,Premium / Multi-Product
ACB-C013673,1,Stable Core Customer
ACB-C013674,3,High Risk / Low Engagement
ACB-C013675,2,Developing / Building Credit
ACB-C013676,3,High Risk / Low Engagement
ACB-C013677,3,High Risk / Low Engagement
ACB-C013678,3,High Risk / Low Engagement
ACB-C013679,1,Stable Core Customer
ACB-C013680,0,Premium / Multi-Product
ACB-C013681,1,Stable Core Customer
ACB-C013682,3,High Risk / Low Engagement
ACB-C013683,1,Stable Core Customer
ACB-C013684,1,Stable Core Customer
ACB-C013685,3,High Risk / Low Engagement
ACB-C013686,3,High Risk / Low Engagement
ACB-C013687,1,Stable Core Customer
ACB-C013688,1,Stable Core Customer
ACB-C013689,0,Premium / Multi-Product
ACB-C013690,1,Stable Core Customer
ACB-C013691,3,High Risk / Low Engagement
ACB-C013692,3,High Risk / Low Engagement
ACB-C013693,1,Stable Core Customer
ACB-C013694,0,Premium / Multi-Product
ACB-C013695,3,High Risk / Low Engagement
ACB-C013696,0,Premium / Multi-Product
ACB-C013697,0,Premium / Multi-Product
ACB-C013698,1,Stable Core Customer
ACB-C013699,2,Developing / Building Credit
ACB-C013700,3,High Risk / Low Engagement
ACB-C013701,1,Stable Core Customer
ACB-C013702,3,High Risk / Low Engagement
ACB-C013703,0,Premium / Multi-Product
ACB-C013704,3,High Risk / Low Engagement
ACB-C013705,0,Premium / Multi-Product
ACB-C013706,1,Stable Core Customer
ACB-C013707,0,Premium / Multi-Product
ACB-C013708,1,Stable Core Customer
ACB-C013709,3,High Risk / Low Engagement
ACB-C013710,3,High Risk / Low Engagement
ACB-C013711,0,Premium / Multi-Product
ACB-C013712,0,Premium / Multi-Product
ACB-C013713,0,Premium / Multi-Product
ACB-C013714,0,Premium / Multi-Product
ACB-C013715,1,Stable Core Customer
ACB-C013716,1,Stable Core Customer
ACB-C013717,0,Premium / Multi-Product
ACB-C013718,1,Stable Core Customer
ACB-C013719,1,Stable Core Customer
ACB-C013720,1,Stable Core Customer
ACB-C013721,0,Premium / Multi-Product
ACB-C013722,0,Premium / Multi-Product
ACB-C013723,1,Stable Core Customer
ACB-C013724,0,Premium / Multi-Product
ACB-C013725,0,Premium / Multi-Product
ACB-C013726,3,High Risk / Low Engagement
ACB-C013727,3,High Risk / Low Engagement
ACB-C013728,1,Stable Core Customer
ACB-C013729,3,High Risk / Low Engagement
ACB-C013730,0,Premium / Multi-Product
ACB-C013731,3,High Risk / Low Engagement
ACB-C013732,3,High Risk / Low Engagement
ACB-C013733,1,Stable Core Customer
ACB-C013734,1,Stable Core Customer
ACB-C013735,3,High Risk / Low Engagement
ACB-C013736,0,Premium / Multi-Product
ACB-C013737,0,Premium / Multi-Product
ACB-C013738,0,Premium / Multi-Product
ACB-C013739,1,Stable Core Customer
ACB-C013740,1,Stable Core Customer
ACB-C013741,1,Stable Core Customer
ACB-C013742,0,Premium / Multi-Product
ACB-C013743,0,Premium / Multi-Product
ACB-C013744,0,Premium / Multi-Product
ACB-C013745,3,High Risk / Low Engagement
ACB-C013746,3,High Risk / Low Engagement
ACB-C013747,1,Stable Core Customer
ACB-C013748,0,Premium / Multi-Product
ACB-C013749,3,High Risk / Low Engagement
ACB-C013750,3,High Risk / Low Engagement
ACB-C013751,3,High Risk / Low Engagement
ACB-C013752,3,High Risk / Low Engagement
ACB-C013753,0,Premium / Multi-Product
ACB-C013754,0,Premium / Multi-Product
ACB-C013755,1,Stable Core Customer
ACB-C013756,0,Premium / Multi-Product
ACB-C013757,3,High Risk / Low Engagement
ACB-C013758,0,Premium / Multi-Product
ACB-C013759,3,High Risk / Low Engagement
ACB-C013760,3,High Risk / Low Engagement
ACB-C013761,1,Stable Core Customer
ACB-C013762,0,Premium / Multi-Product
ACB-C013763,1,Stable Core Customer
ACB-C013764,1,Stable Core Customer
ACB-C013765,3,High Risk / Low Engagement
ACB-C013766,3,High Risk / Low Engagement
ACB-C013767,0,Premium / Multi-Product
ACB-C013768,1,Stable Core Customer
ACB-C013769,0,Premium / Multi-Product
ACB-C013770,0,Premium / Multi-Product
ACB-C013771,2,Developing / Building Credit
ACB-C013772,1,Stable Core Customer
ACB-C013773,1,Stable Core Customer
ACB-C013774,0,Premium / Multi-Product
ACB-C013775,0,Premium / Multi-Product
ACB-C013776,0,Premium / Multi-Product
ACB-C013777,3,High Risk / Low Engagement
ACB-C013778,0,Premium / Multi-Product
ACB-C013779,3,High Risk / Low Engagement
ACB-C013780,0,Premium / Multi-Product
ACB-C013781,0,Premium / Multi-Product
ACB-C013782,3,High Risk / Low Engagement
ACB-C013783,0,Premium / Multi-Product
ACB-C013784,0,Premium / Multi-Product
ACB-C013785,1,Stable Core Customer
ACB-C013786,3,High Risk / Low Engagement
ACB-C013787,0,Premium / Multi-Product
ACB-C013788,0,Premium / Multi-Product
ACB-C013789,0,Premium / Multi-Product
ACB-C013790,3,High Risk / Low Engagement
ACB-C013791,1,Stable Core Customer
ACB-C013792,3,High Risk / Low Engagement
ACB-C013793,3,High Risk / Low Engagement
ACB-C013794,0,Premium / Multi-Product
ACB-C013795,0,Premium / Multi-Product
ACB-C013796,0,Premium / Multi-Product
ACB-C013797,0,Premium / Multi-Product
ACB-C013798,1,Stable Core Customer
ACB-C013799,0,Premium / Multi-Product
ACB-C013800,0,Premium / Multi-Product
ACB-C013801,0,Premium / Multi-Product
ACB-C013802,1,Stable Core Customer
ACB-C013803,3,High Risk / Low Engagement
ACB-C013804,0,Premium / Multi-Product
ACB-C013805,0,Premium / Multi-Product
ACB-C013806,1,Stable Core Customer
ACB-C013807,0,Premium / Multi-Product
ACB-C013808,2,Developing / Building Credit
ACB-C013809,2,Developing / Building Credit
ACB-C013810,2,Developing / Building Credit
ACB-C013811,0,Premium / Multi-Product
ACB-C013812,0,Premium / Multi-Product
ACB-C013813,0,Premium / Multi-Product
ACB-C013814,3,High Risk / Low Engagement
ACB-C013815,2,Developing / Building Credit
ACB-C013816,3,High Risk / Low Engagement
ACB-C013817,1,Stable Core Customer
ACB-C013818,1,Stable Core Customer
ACB-C013819,3,High Risk / Low Engagement
ACB-C013820,1,Stable Core Customer
ACB-C013821,1,Stable Core Customer
ACB-C013822,0,Premium / Multi-Product
ACB-C013823,3,High Risk / Low Engagement
ACB-C013824,0,Premium / Multi-Product
ACB-C013825,3,High Risk / Low Engagement
ACB-C013826,3,High Risk / Low Engagement
ACB-C013827,0,Premium / Multi-Product
ACB-C013828,3,High Risk / Low Engagement
ACB-C013829,0,Premium / Multi-Product
ACB-C013830,0,Premium / Multi-Product
ACB-C013831,0,Premium / Multi-Product
ACB-C013832,0,Premium / Multi-Product
ACB-C013833,0,Premium / Multi-Product
ACB-C013834,0,Premium / Multi-Product
ACB-C013835,0,Premium / Multi-Product
ACB-C013836,0,Premium / Multi-Product
ACB-C013837,3,High Risk / Low Engagement
ACB-C013838,3,High Risk / Low Engagement
ACB-C013839,0,Premium / Multi-Product
ACB-C013840,0,Premium / Multi-Product
ACB-C013841,3,High Risk / Low Engagement
ACB-C013842,0,Premium / Multi-Product
ACB-C013843,3,High Risk / Low Engagement
ACB-C013844,0,Premium / Multi-Product
ACB-C013845,1,Stable Core Customer
ACB-C013846,3,High Risk / Low Engagement
ACB-C013847,1,Stable Core Customer
ACB-C013848,1,Stable Core Customer
ACB-C013849,3,High Risk / Low Engagement
ACB-C013850,0,Premium / Multi-Product
ACB-C013851,0,Premium / Multi-Product
ACB-C013852,1,Stable Core Customer
ACB-C013853,0,Premium / Multi-Product
ACB-C013854,1,Stable Core Customer
ACB-C013855,1,Stable Core Customer
ACB-C013856,3,High Risk / Low Engagement
ACB-C013857,0,Premium / Multi-Product
ACB-C013858,0,Premium / Multi-Product
ACB-C013859,0,Premium / Multi-Product
ACB-C013860,1,Stable Core Customer
ACB-C013861,1,Stable Core Customer
ACB-C013862,0,Premium / Multi-Product
ACB-C013863,1,Stable Core Customer
ACB-C013864,3,High Risk / Low Engagement
ACB-C013865,0,Premium / Multi-Product
ACB-C013866,0,Premium / Multi-Product
ACB-C013867,1,Stable Core Customer
ACB-C013868,1,Stable Core Customer
ACB-C013869,2,Developing / Building Credit
ACB-C013870,1,Stable Core Customer
ACB-C013871,1,Stable Core Customer
ACB-C013872,0,Premium / Multi-Product
ACB-C013873,3,High Risk / Low Engagement
ACB-C013874,0,Premium / Multi-Product
ACB-C013875,0,Premium / Multi-Product
ACB-C013876,1,Stable Core Customer
ACB-C013877,0,Premium / Multi-Product
ACB-C013878,0,Premium / Multi-Product
ACB-C013879,0,Premium / Multi-Product
ACB-C013880,3,High Risk / Low Engagement
ACB-C013881,0,Premium / Multi-Product
ACB-C013882,1,Stable Core Customer
ACB-C013883,0,Premium / Multi-Product
ACB-C013884,3,High Risk / Low Engagement
ACB-C013885,0,Premium / Multi-Product
ACB-C013886,3,High Risk / Low Engagement
ACB-C013887,3,High Risk / Low Engagement
ACB-C013888,3,High Risk / Low Engagement
ACB-C013889,0,Premium / Multi-Product
ACB-C013890,1,Stable Core Customer
ACB-C013891,0,Premium / Multi-Product
ACB-C013892,2,Developing / Building Credit
ACB-C013893,0,Premium / Multi-Product
ACB-C013894,3,High Risk / Low Engagement
ACB-C013895,3,High Risk / Low Engagement
ACB-C013896,0,Premium / Multi-Product
ACB-C013897,0,Premium / Multi-Product
ACB-C013898,1,Stable Core Customer
ACB-C013899,3,High Risk / Low Engagement
ACB-C013900,1,Stable Core Customer
ACB-C013901,0,Premium / Multi-Product
ACB-C013902,0,Premium / Multi-Product
ACB-C013903,1,Stable Core Customer
ACB-C013904,0,Premium / Multi-Product
ACB-C013905,0,Premium / Multi-Product
ACB-C013906,1,Stable Core Customer
ACB-C013907,2,Developing / Building Credit
ACB-C013908,0,Premium / Multi-Product
ACB-C013909,0,Premium / Multi-Product
ACB-C013910,0,Premium / Multi-Product
ACB-C013911,1,Stable Core Customer
ACB-C013912,1,Stable Core Customer
ACB-C013913,0,Premium / Multi-Product
ACB-C013914,0,Premium / Multi-Product
ACB-C013915,0,Premium / Multi-Product
ACB-C013916,0,Premium / Multi-Product
ACB-C013917,3,High Risk / Low Engagement
ACB-C013918,0,Premium / Multi-Product
ACB-C013919,0,Premium / Multi-Product
ACB-C013920,3,High Risk / Low Engagement
ACB-C013921,0,Premium / Multi-Product
ACB-C013922,0,Premium / Multi-Product
ACB-C013923,1,Stable Core Customer
ACB-C013924,3,High Risk / Low Engagement
ACB-C013925,3,High Risk / Low Engagement
ACB-C013926,3,High Risk / Low Engagement
ACB-C013927,3,High Risk / Low Engagement
ACB-C013928,3,High Risk / Low Engagement
ACB-C013929,1,Stable Core Customer
ACB-C013930,3,High Risk / Low Engagement
ACB-C013931,0,Premium / Multi-Product
ACB-C013932,0,Premium / Multi-Product
ACB-C013933,1,Stable Core Customer
ACB-C013934,0,Premium / Multi-Product
ACB-C013935,3,High Risk / Low Engagement
ACB-C013936,0,Premium / Multi-Product
ACB-C013937,1,Stable Core Customer
ACB-C013938,0,Premium / Multi-Product
ACB-C013939,1,Stable Core Customer
ACB-C013940,0,Premium / Multi-Product
ACB-C013941,1,Stable Core Customer
ACB-C013942,0,Premium / Multi-Product
ACB-C013943,1,Stable Core Customer
ACB-C013944,3,High Risk / Low Engagement
ACB-C013945,1,Stable Core Customer
ACB-C013946,3,High Risk / Low Engagement
ACB-C013947,1,Stable Core Customer
ACB-C013948,1,Stable Core Customer
ACB-C013949,3,High Risk / Low Engagement
ACB-C013950,0,Premium / Multi-Product
ACB-C013951,3,High Risk / Low Engagement
ACB-C013952,0,Premium / Multi-Product
ACB-C013953,0,Premium / Multi-Product
ACB-C013954,1,Stable Core Customer
ACB-C013955,0,Premium / Multi-Product
ACB-C013956,3,High Risk / Low Engagement
ACB-C013957,0,Premium / Multi-Product
ACB-C013958,3,High Risk / Low Engagement
ACB-C013959,3,High Risk / Low Engagement
ACB-C013960,3,High Risk / Low Engagement
ACB-C013961,0,Premium / Multi-Product
ACB-C013962,3,High Risk / Low Engagement
ACB-C013963,0,Premium / Multi-Product
ACB-C013964,1,Stable Core Customer
ACB-C013965,3,High Risk / Low Engagement
ACB-C013966,3,High Risk / Low Engagement
ACB-C013967,1,Stable Core Customer
ACB-C013968,0,Premium / Multi-Product
ACB-C013969,3,High Risk / Low Engagement
ACB-C013970,2,Developing / Building Credit
ACB-C013971,0,Premium / Multi-Product
ACB-C013972,1,Stable Core Customer
ACB-C013973,0,Premium / Multi-Product
ACB-C013974,3,High Risk / Low Engagement
ACB-C013975,1,Stable Core Customer
ACB-C013976,0,Premium / Multi-Product
ACB-C013977,3,High Risk / Low Engagement
ACB-C013978,0,Premium / Multi-Product
ACB-C013979,0,Premium / Multi-Product
ACB-C013980,1,Stable Core Customer
ACB-C013981,0,Premium / Multi-Product
ACB-C013982,3,High Risk / Low Engagement
ACB-C013983,1,Stable Core Customer
ACB-C013984,0,Premium / Multi-Product
ACB-C013985,3,High Risk / Low Engagement
ACB-C013986,1,Stable Core Customer
ACB-C013987,2,Developing / Building Credit
ACB-C013988,1,Stable Core Customer
ACB-C013989,1,Stable Core Customer
ACB-C013990,0,Premium / Multi-Product
ACB-C013991,0,Premium / Multi-Product
ACB-C013992,2,Developing / Building Credit
ACB-C013993,3,High Risk / Low Engagement
ACB-C013994,0,Premium / Multi-Product
ACB-C013995,3,High Risk / Low Engagement
ACB-C013996,0,Premium / Multi-Product
ACB-C013997,0,Premium / Multi-Product
ACB-C013998,1,Stable Core Customer
ACB-C013999,0,Premium / Multi-Product
ACB-C014000,1,Stable Core Customer
ACB-C014001,1,Stable Core Customer
ACB-C014002,3,High Risk / Low Engagement
ACB-C014003,0,Premium / Multi-Product
ACB-C014004,3,High Risk / Low Engagement
ACB-C014005,0,Premium / Multi-Product
ACB-C014006,0,Premium / Multi-Product
ACB-C014007,0,Premium / Multi-Product
ACB-C014008,0,Premium / Multi-Product
ACB-C014009,0,Premium / Multi-Product
ACB-C014010,0,Premium / Multi-Product
ACB-C014011,2,Developing / Building Credit
ACB-C014012,0,Premium / Multi-Product
ACB-C014013,1,Stable Core Customer
ACB-C014014,0,Premium / Multi-Product
ACB-C014015,0,Premium / Multi-Product
ACB-C014016,0,Premium / Multi-Product
ACB-C014017,0,Premium / Multi-Product
ACB-C014018,3,High Risk / Low Engagement
ACB-C014019,0,Premium / Multi-Product
ACB-C014020,0,Premium / Multi-Product
ACB-C014021,0,Premium / Multi-Product
ACB-C014022,3,High Risk / Low Engagement
ACB-C014023,1,Stable Core Customer
ACB-C014024,3,High Risk / Low Engagement
ACB-C014025,0,Premium / Multi-Product
ACB-C014026,3,High Risk / Low Engagement
ACB-C014027,0,Premium / Multi-Product
ACB-C014028,0,Premium / Multi-Product
ACB-C014029,1,Stable Core Customer
ACB-C014030,3,High Risk / Low Engagement
